,months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud_reported
491,4,39,498759,1996-09-05,IL,100/300,1000,1326.98,6000000,FEMALE,High School,machine-op-inspct,reading,2015-01-13,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Northbend,14,3,1,3,54120,4510,9020,40590,Jeep,2007,N
492,298,49,795004,1998-03-16,OH,250/500,500,862.92,0,MALE,MD,machine-op-inspct,camping,2015-01-17,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Northbrook,16,3,0,2,69480,11580,11580,46320,Saab,2007,N
493,231,43,203250,2010-04-22,IN,100/300,2000,1331.69,0,FEMALE,Masters,adm-clerical,reading,2015-02-18,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Northbend,12,1,1,2,66950,10300,10300,46350,Chevrolet,2015,N
494,338,47,430794,2008-01-25,OH,250/500,2000,1486.04,0,FEMALE,Associate,armed-forces,board-games,2015-01-14,Multi-vehicle Collision,Rear Collision,Major Damage,Other,OH,Northbrook,1,3,2,3,64100,12820,6410,44870,Dodge,2014,Y
495,261,46,156636,2000-09-10,IN,100/300,1000,870.55,0,MALE,PhD,prof-specialty,camping,2015-01-27,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Springfield,19,1,0,3,80280,13380,13380,53520,Chevrolet,2013,N
496,321,44,284143,2008-04-23,IL,500/1000,2000,1344.56,6000000,MALE,Associate,machine-op-inspct,hiking,2015-02-12,Vehicle Theft,N/A,Trivial Damage,Police,NY,Northbend,7,1,1,2,4680,520,0,4160,Accura,1999,N
497,0,32,740518,2011-02-18,OH,500/1000,1000,1377.04,0,MALE,College,tech-support,base-jumping,2015-01-17,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,6,4,1,1,39720,6620,6620,26480,Accura,2002,N
498,405,58,445289,2012-04-24,IL,250/500,500,1237.88,0,MALE,MD,exec-managerial,exercise,2015-01-13,Single Vehicle Collision,Front Collision,Major Damage,Police,NY,Arlington,11,1,0,0,63580,5780,5780,52020,Mercedes,1997,Y
499,304,49,599262,2001-09-25,IN,100/300,1000,1525.86,0,FEMALE,PhD,craft-repair,camping,2015-01-21,Single Vehicle Collision,Side Collision,Minor Damage,Other,NC,Northbend,2,1,1,1,73370,13340,6670,53360,Saab,2013,N
500,1,29,357949,2006-05-24,OH,500/1000,500,854.58,0,FEMALE,JD,craft-repair,paintball,2015-01-01,Single Vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,15,1,2,3,86790,7890,23670,55230,Honda,2003,N
501,26,39,493161,1992-01-30,IN,250/500,1000,770.76,0,MALE,Masters,tech-support,sleeping,2015-02-18,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Columbus,0,1,0,2,49800,9960,4980,34860,Mercedes,2015,N
502,202,38,320251,2009-01-24,IL,100/300,2000,1132.74,0,FEMALE,Associate,armed-forces,exercise,2015-02-04,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,12,1,1,1,77440,7040,14080,56320,Nissan,2005,N
503,289,48,231127,1995-08-29,IL,500/1000,500,1173.37,8000000,FEMALE,PhD,handlers-cleaners,board-games,2015-01-09,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,1,1,1,0,42900,8580,0,34320,Accura,1999,N
504,61,26,766193,2011-07-31,OH,100/300,2000,1188.28,6000000,FEMALE,JD,farming-fishing,skydiving,2015-02-14,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,16,2,1,0,53820,11960,5980,35880,Ford,2015,Y
505,334,46,555374,2013-01-05,IL,100/300,1000,876.88,6000000,MALE,MD,sales,reading,2015-01-03,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,2,1,2,1,57330,12740,6370,38220,Jeep,1998,N
506,12,24,491484,1994-11-18,IL,500/1000,1000,1143.95,0,FEMALE,PhD,tech-support,paintball,2015-02-04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Riverwood,13,3,2,1,53370,5930,5930,41510,Nissan,2011,N
507,86,29,925128,2014-08-30,IL,100/300,2000,1409.06,0,MALE,High School,prof-specialty,yachting,2015-01-30,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,0,1,2,2,62920,9680,14520,38720,Accura,2005,N
508,83,24,265093,2006-01-01,IN,500/1000,1000,1070.63,0,FEMALE,High School,machine-op-inspct,board-games,2015-02-20,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Arlington,0,3,0,1,61600,6160,12320,43120,Honda,2003,N
509,126,30,267808,1998-09-10,IL,500/1000,2000,916.13,0,MALE,College,sales,golf,2015-01-07,Multi-vehicle Collision,Rear Collision,Total Loss,Police,NY,Northbend,16,3,2,0,74160,6180,12360,55620,Mercedes,2002,N
510,209,38,116735,2010-01-28,OH,250/500,500,1191.5,0,MALE,High School,priv-house-serv,reading,2015-01-31,Single Vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,8,1,2,0,80100,8900,8900,62300,Audi,2015,N
511,283,48,963680,2003-01-04,OH,500/1000,1000,1474.66,0,FEMALE,JD,sales,paintball,2015-02-17,Parked Car,N/A,Trivial Damage,Police,NY,Hillsdale,9,1,2,3,6560,820,820,4920,Volkswagen,2003,N
512,194,34,445694,2004-05-24,IL,250/500,1000,1193.45,0,MALE,JD,other-service,hiking,2015-01-24,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbend,11,1,2,1,58800,11760,5880,41160,Nissan,1997,N
513,184,38,215534,1994-09-12,IL,250/500,1000,1437.53,0,FEMALE,College,transport-moving,chess,2015-02-02,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,PA,Northbrook,6,3,0,2,53730,11940,5970,35820,Dodge,2013,Y
514,479,60,232854,1997-07-07,IL,100/300,2000,1304.83,0,FEMALE,College,other-service,cross-fit,2015-01-09,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Arlington,18,1,0,0,60600,5050,10100,45450,Honda,2001,N
515,284,48,168260,1991-03-01,OH,250/500,1000,1168.8,0,FEMALE,JD,tech-support,movies,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,11,1,0,3,35750,6500,3250,26000,Mercedes,2001,N
516,65,27,538955,2001-09-29,IN,100/300,1000,1164.97,0,FEMALE,College,adm-clerical,exercise,2015-01-17,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Arlington,17,1,1,2,42840,3570,7140,32130,Chevrolet,2004,N
517,222,39,243226,2012-01-10,IL,250/500,1000,1232.72,0,MALE,High School,armed-forces,hiking,2015-02-09,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Springfield,21,3,1,0,87960,14660,14660,58640,Jeep,1999,Y
518,196,41,246435,2001-07-05,IL,250/500,2000,1800.76,0,MALE,JD,protective-serv,camping,2015-01-14,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Hillsdale,0,3,1,0,47800,4780,4780,38240,Jeep,2009,N
519,253,43,582480,1991-08-07,IL,500/1000,500,1187.01,7000000,FEMALE,Associate,tech-support,exercise,2015-02-02,Vehicle Theft,N/A,Trivial Damage,Police,NY,Northbrook,9,1,0,1,3840,640,640,2560,Chevrolet,2014,N
520,280,43,345539,2012-07-24,IN,100/300,1000,1559.34,0,MALE,JD,transport-moving,hiking,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Riverwood,1,1,0,2,77000,14000,7000,56000,Accura,2004,N
521,5,26,924318,2014-07-27,IL,250/500,2000,1137.02,0,FEMALE,PhD,farming-fishing,skydiving,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,22,1,1,3,88110,16020,16020,56070,Audi,2003,N
522,220,42,726880,1994-08-08,IN,100/300,1000,1281.72,0,MALE,College,farming-fishing,hiking,2015-02-13,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbend,20,4,0,2,47740,4340,4340,39060,Honda,2005,N
523,85,30,190588,2001-12-09,OH,100/300,1000,796.35,0,FEMALE,MD,craft-repair,video-games,2015-02-20,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Northbend,9,3,2,1,58960,5360,10720,42880,Ford,2004,N
524,266,46,246705,1990-03-14,OH,250/500,500,1270.02,0,FEMALE,Associate,tech-support,skydiving,2015-01-08,Parked Car,N/A,Minor Damage,Police,NC,Northbrook,5,1,1,2,2160,480,240,1440,Toyota,2004,N
525,41,26,619589,2006-03-28,IL,100/300,1000,1383.13,0,FEMALE,JD,prof-specialty,exercise,2015-02-28,Vehicle Theft,N/A,Trivial Damage,Police,SC,Riverwood,12,1,1,1,6890,530,1060,5300,Jeep,1997,N
526,316,45,164988,2013-12-23,IL,100/300,2000,1290.74,5000000,FEMALE,High School,prof-specialty,kayaking,2015-02-12,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Springfield,6,3,2,0,78870,7170,14340,57360,Suburu,2013,N
527,285,47,729534,1991-09-30,IN,100/300,1000,1216.68,0,FEMALE,Masters,sales,basketball,2015-01-06,Vehicle Theft,N/A,Trivial Damage,Police,SC,Columbus,8,1,1,1,2700,300,300,2100,Ford,2013,N
528,379,54,505014,2001-12-27,IL,100/300,500,1251.16,0,FEMALE,Associate,machine-op-inspct,kayaking,2015-02-15,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Riverwood,14,1,0,1,75960,6330,6330,63300,Jeep,2010,N
529,15,34,920826,2005-04-07,IN,250/500,2000,1586.41,0,FEMALE,High School,sales,video-games,2015-01-20,Single Vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,10,1,1,3,75570,6870,13740,54960,BMW,2010,Y
530,354,48,534982,2003-04-08,IL,500/1000,2000,1526.11,5000000,FEMALE,Masters,sales,exercise,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Columbus,12,1,2,3,90240,15040,15040,60160,Chevrolet,1995,N
531,342,53,110408,2005-11-14,IN,100/300,1000,1028.44,0,FEMALE,College,prof-specialty,dancing,2015-01-26,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Springfield,12,1,0,0,80960,14720,7360,58880,Accura,2000,N
532,169,38,283052,2005-01-07,IL,100/300,1000,1555.94,0,MALE,PhD,craft-repair,skydiving,2015-01-25,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Riverwood,12,3,1,3,79080,6590,13180,59310,Mercedes,2012,N
533,339,49,840806,1994-02-14,IN,500/1000,2000,1570.77,0,MALE,JD,adm-clerical,paintball,2015-01-18,Vehicle Theft,N/A,Minor Damage,None,SC,Columbus,13,1,0,3,6820,1240,620,4960,Mercedes,2009,N
534,259,42,382394,1996-01-23,OH,100/300,2000,1170.53,0,FEMALE,PhD,armed-forces,sleeping,2015-01-12,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,WV,Northbend,17,3,1,2,62590,5690,11380,45520,Nissan,2006,N
535,65,23,876699,1999-12-12,OH,250/500,1000,1099.95,0,FEMALE,College,sales,dancing,2015-01-15,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Arlington,14,1,1,0,52400,6550,6550,39300,Accura,2005,Y
536,254,46,871432,2004-07-15,IL,250/500,2000,1472.43,0,MALE,MD,tech-support,basketball,2015-01-10,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Arlington,3,3,1,3,63580,5780,11560,46240,Volkswagen,2004,N
537,440,55,379882,2012-11-07,IL,250/500,500,1275.62,0,FEMALE,Associate,priv-house-serv,reading,2015-01-23,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Riverwood,18,3,2,1,61400,6140,6140,49120,Nissan,1995,N
538,478,63,852002,2009-06-29,IL,250/500,1000,1292.3,0,MALE,High School,adm-clerical,paintball,2015-02-21,Parked Car,N/A,Minor Damage,None,VA,Northbend,5,1,1,3,4700,940,470,3290,Dodge,2007,Y
539,230,44,372891,2000-06-26,IN,250/500,2000,1009.37,0,FEMALE,College,prof-specialty,hiking,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Fire,SC,Riverwood,19,1,0,2,74140,13480,13480,47180,BMW,2015,N
540,138,30,689034,2002-01-09,OH,500/1000,500,1093.07,4000000,FEMALE,PhD,other-service,reading,2015-01-06,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Hillsdale,0,1,2,2,83160,6930,13860,62370,Volkswagen,2011,N
541,239,41,743092,2013-11-11,OH,250/500,1000,1325.44,7000000,FEMALE,JD,farming-fishing,paintball,2015-02-18,Parked Car,N/A,Trivial Damage,Police,NC,Arlington,22,1,0,2,10790,1660,830,8300,Mercedes,2013,N
542,93,31,599174,2008-01-14,IL,100/300,2000,1017.18,0,FEMALE,MD,prof-specialty,paintball,2015-02-17,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,21,3,1,3,48070,8740,8740,30590,Saab,2014,N
543,37,25,421092,2003-03-04,OH,100/300,1000,1221.17,0,FEMALE,Masters,protective-serv,golf,2015-01-24,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Northbrook,4,3,0,0,51030,5670,11340,34020,Suburu,1996,N
544,254,40,349658,1994-06-07,IN,100/300,500,1927.87,0,MALE,MD,prof-specialty,yachting,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Arlington,10,1,0,1,43280,0,5410,37870,Honda,1996,Y
545,131,29,811042,2013-07-04,IN,250/500,1000,978.27,0,FEMALE,Associate,sales,paintball,2015-02-03,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Hillsdale,5,1,1,3,76400,15280,7640,53480,Suburu,2003,N
546,230,43,505316,2002-06-30,IN,100/300,2000,1221.14,0,MALE,MD,prof-specialty,board-games,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Hillsdale,13,1,0,2,75460,13720,13720,48020,Audi,2002,N
547,313,50,116645,2004-06-30,OH,100/300,2000,1255.62,0,MALE,MD,armed-forces,polo,2015-02-02,Multi-vehicle Collision,Side Collision,Major Damage,Other,OH,Northbrook,18,3,2,1,69000,13800,6900,48300,Ford,1995,Y
548,210,38,950880,1998-12-19,IN,250/500,500,999.52,0,MALE,JD,tech-support,golf,2015-01-13,Vehicle Theft,N/A,Minor Damage,Police,VA,Springfield,6,1,1,2,8640,1440,720,6480,Accura,2008,N
549,101,29,788502,2014-08-31,OH,250/500,500,1380.89,0,MALE,PhD,armed-forces,dancing,2015-02-28,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,SC,Arlington,0,3,2,1,67210,12220,12220,42770,BMW,1996,N
550,153,37,627486,2005-11-10,IN,500/1000,500,1010.77,0,MALE,High School,transport-moving,basketball,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Arlington,5,3,0,3,42500,4250,4250,34000,Volkswagen,1999,N
551,337,53,498842,2000-05-04,OH,100/300,500,1205.86,0,MALE,Associate,armed-forces,basketball,2015-02-01,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Arlington,8,1,0,1,86400,14400,7200,64800,Accura,2001,N
552,360,51,550294,2001-11-26,IL,500/1000,1000,1526.61,0,MALE,Masters,handlers-cleaners,chess,2015-01-30,Vehicle Theft,N/A,Minor Damage,Police,SC,Hillsdale,5,1,2,2,4620,840,840,2940,Dodge,2009,Y
553,428,53,328387,2014-05-06,IL,100/300,1000,1496.44,0,FEMALE,High School,tech-support,camping,2015-02-16,Parked Car,N/A,Trivial Damage,Police,NC,Springfield,9,1,2,2,6930,630,1260,5040,Honda,2013,N
554,204,40,540152,1991-01-27,IL,100/300,500,1256.2,0,FEMALE,JD,sales,hiking,2015-01-07,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,10,3,1,2,41700,8340,8340,25020,Saab,2013,N
555,364,51,385932,1992-04-28,IL,100/300,500,1268.35,0,MALE,Masters,transport-moving,board-games,2015-01-10,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Northbrook,16,1,2,1,77330,14060,14060,49210,Volkswagen,2014,Y
556,185,35,618682,2000-03-04,IN,500/1000,2000,1421.59,0,MALE,College,other-service,sleeping,2015-01-31,Vehicle Theft,N/A,Trivial Damage,Police,WV,Arlington,8,1,2,3,4950,900,450,3600,Ford,2011,N
557,63,26,550930,1995-10-12,IL,500/1000,500,1500.04,6000000,MALE,PhD,craft-repair,polo,2015-02-13,Vehicle Theft,N/A,Minor Damage,Police,NC,Northbrook,5,1,0,2,5160,860,860,3440,Accura,2004,N
558,210,35,998192,2014-04-25,IL,100/300,500,1433.24,0,FEMALE,College,exec-managerial,yachting,2015-02-22,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Riverwood,11,3,2,1,24570,2730,2730,19110,Saab,2006,Y
559,194,38,663938,2011-01-26,IN,100/300,2000,1231.25,0,FEMALE,PhD,craft-repair,movies,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Arlington,15,3,1,0,53680,4880,9760,39040,Toyota,2011,N
560,294,49,756870,1996-01-26,IN,500/1000,500,1135.43,0,MALE,Masters,farming-fishing,bungie-jumping,2015-02-04,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Columbus,23,3,1,1,42900,3900,3900,35100,Chevrolet,2010,N
561,272,41,337158,1991-04-08,OH,250/500,2000,945.73,5000000,MALE,MD,protective-serv,chess,2015-02-04,Single Vehicle Collision,Front Collision,Minor Damage,Fire,NY,Arlington,23,1,0,0,84100,16820,8410,58870,Ford,2009,Y
562,27,27,919875,2002-06-29,IN,100/300,2000,1118.76,0,FEMALE,College,adm-clerical,dancing,2015-02-26,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,23,1,1,3,61560,6840,6840,47880,Ford,2008,N
563,251,39,315631,1999-04-09,IN,500/1000,2000,1231.98,0,FEMALE,Associate,other-service,hiking,2015-01-08,Single Vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,10,1,0,0,44240,5530,5530,33180,Dodge,1997,N
564,180,33,113464,2009-04-19,IN,500/1000,2000,1005.47,0,FEMALE,JD,protective-serv,hiking,2015-02-15,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,VA,Columbus,12,4,2,3,57700,11540,5770,40390,Jeep,2002,N
565,392,50,556415,1991-08-22,OH,100/300,2000,1108.97,0,FEMALE,PhD,exec-managerial,exercise,2015-01-14,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Springfield,4,1,2,2,108030,16620,16620,74790,Saab,2002,N
566,143,30,250249,1991-11-28,IN,100/300,500,1392.39,5000000,FEMALE,High School,exec-managerial,dancing,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,16,1,2,0,54300,10860,5430,38010,Toyota,2010,N
567,371,54,403776,2012-04-27,IN,100/300,2000,1317.97,0,MALE,High School,craft-repair,movies,2015-01-18,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Columbus,18,3,1,2,32280,5380,5380,21520,Ford,2010,Y
568,292,42,396002,2007-03-04,IN,250/500,1000,1588.22,0,MALE,JD,machine-op-inspct,camping,2015-01-15,Multi-vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,15,3,1,1,84600,16920,8460,59220,Chevrolet,2007,N
569,165,35,976908,2012-12-31,IL,250/500,500,900.02,6000000,MALE,College,craft-repair,camping,2015-02-24,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Springfield,8,1,1,3,69700,6970,6970,55760,BMW,2008,N
570,158,33,509489,2013-12-21,OH,100/300,1000,1744.64,3000000,MALE,JD,prof-specialty,movies,2015-02-07,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Springfield,4,3,0,1,36400,3640,7280,25480,Volkswagen,1998,N
571,241,39,485295,2005-04-28,OH,250/500,1000,1260.56,0,FEMALE,JD,adm-clerical,paintball,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,Police,SC,Northbrook,20,3,0,2,37520,4690,4690,28140,Jeep,2010,N
572,103,33,361829,1994-09-17,OH,500/1000,2000,1021.14,0,FEMALE,Masters,other-service,paintball,2015-01-19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Northbend,1,3,2,3,79090,14380,14380,50330,Dodge,2014,N
573,402,54,603632,2003-08-16,OH,250/500,2000,1285.09,0,MALE,JD,farming-fishing,board-games,2015-02-28,Single Vehicle Collision,Rear Collision,Major Damage,Other,NY,Springfield,19,1,0,2,67770,7530,15060,45180,Mercedes,2013,Y
574,102,32,783494,2014-09-02,OH,100/300,500,1537.07,3000000,MALE,JD,tech-support,chess,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,Other,OH,Northbend,11,1,1,0,47400,9480,4740,33180,Chevrolet,2004,Y
575,182,40,439049,2011-12-12,IN,100/300,1000,1022.42,0,MALE,PhD,other-service,skydiving,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Other,SC,Northbend,13,1,0,2,71100,7110,14220,49770,Audi,2008,N
576,282,46,502634,1991-08-17,OH,100/300,2000,1558.86,0,MALE,MD,other-service,dancing,2015-02-17,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,2,1,2,2,69400,13880,6940,48580,BMW,2012,N
577,222,39,378588,2004-02-29,OH,500/1000,500,1757.87,0,MALE,High School,transport-moving,board-games,2015-01-17,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Northbrook,9,3,2,1,55000,5000,10000,40000,Saab,1996,Y
578,415,52,794731,2015-02-22,IN,250/500,1000,973.5,0,MALE,PhD,machine-op-inspct,polo,2015-02-02,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Arlington,15,2,1,3,51090,7860,7860,35370,Toyota,2003,N
579,51,34,641934,2013-12-25,OH,500/1000,500,1430.8,0,MALE,PhD,machine-op-inspct,camping,2015-02-12,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,23,1,2,3,64200,6420,19260,38520,Honda,2007,Y
580,255,45,113516,1990-10-13,IL,500/1000,500,1192.27,0,MALE,High School,sales,base-jumping,2015-01-04,Single Vehicle Collision,Front Collision,Total Loss,Other,NC,Riverwood,16,1,2,0,67320,12240,12240,42840,Ford,2006,N
581,143,31,425631,2014-07-05,IL,250/500,500,1163.83,0,MALE,Associate,protective-serv,movies,2015-02-21,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,Arlington,21,4,2,0,76120,6920,13840,55360,Audi,1999,N
582,130,28,542245,1991-11-25,OH,500/1000,1000,1003.15,0,FEMALE,JD,farming-fishing,movies,2015-01-23,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Hillsdale,21,2,2,1,85020,13080,13080,58860,Ford,2010,N
583,242,41,512894,1990-10-02,OH,250/500,2000,1153.54,6000000,MALE,Masters,protective-serv,polo,2015-02-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Northbrook,3,3,0,1,68090,12380,12380,43330,Toyota,2009,N
584,96,27,633090,2009-02-17,IL,100/300,1000,1631.1,0,FEMALE,High School,priv-house-serv,exercise,2015-01-23,Parked Car,N/A,Trivial Damage,Police,WV,Arlington,4,1,1,2,6030,670,670,4690,Nissan,2007,N
585,180,35,464234,2005-07-17,IL,500/1000,1000,1252.48,0,MALE,MD,machine-op-inspct,yachting,2015-02-10,Vehicle Theft,N/A,Minor Damage,None,OH,Springfield,17,1,1,3,5100,1020,510,3570,Chevrolet,2000,N
586,150,30,290162,1994-03-12,IN,100/300,1000,1677.26,0,MALE,College,sales,yachting,2015-01-10,Vehicle Theft,N/A,Trivial Damage,Police,WV,Springfield,7,1,1,3,4590,510,510,3570,Volkswagen,2013,N
587,463,59,638155,1994-08-03,IL,250/500,1000,979.73,0,FEMALE,JD,exec-managerial,yachting,2015-02-12,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Columbus,14,2,1,2,72400,7240,14480,50680,Chevrolet,1999,Y
588,472,64,911429,2012-08-25,IN,250/500,500,989.24,0,MALE,Masters,other-service,skydiving,2015-02-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,13,1,2,3,70900,14180,7090,49630,Mercedes,2002,N
589,75,25,106186,2011-12-02,IL,500/1000,1000,1389.86,0,FEMALE,Associate,priv-house-serv,hiking,2015-01-18,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Springfield,23,2,2,3,65100,6510,6510,52080,Saab,2011,N
590,193,40,311783,2005-02-25,OH,100/300,500,1233.85,0,FEMALE,College,handlers-cleaners,chess,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,PA,Hillsdale,23,3,2,1,64260,0,14280,49980,Ford,1999,N
591,43,43,528385,1997-11-07,IL,500/1000,500,1320.39,0,FEMALE,Associate,armed-forces,yachting,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,WV,Arlington,16,1,2,1,79970,7270,21810,50890,Honda,1996,Y
592,253,41,228403,2004-04-20,IN,100/300,1000,1435.09,0,FEMALE,College,machine-op-inspct,bungie-jumping,2015-01-11,Single Vehicle Collision,Rear Collision,Total Loss,Police,SC,Northbrook,17,1,2,0,56610,6290,6290,44030,Chevrolet,1995,N
593,152,30,209177,2009-11-17,IN,500/1000,500,1448.54,0,FEMALE,JD,craft-repair,polo,2015-02-11,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,9,1,1,1,84590,7690,7690,69210,Toyota,2000,Y
594,160,38,497929,2009-09-19,OH,250/500,500,1733.56,0,MALE,High School,sales,sleeping,2015-01-09,Multi-vehicle Collision,Side Collision,Major Damage,Fire,SC,Hillsdale,13,3,2,1,66780,7420,14840,44520,Mercedes,1996,N
595,56,36,735844,2009-11-08,IN,100/300,500,1533.07,0,MALE,JD,farming-fishing,exercise,2015-01-20,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Springfield,13,1,1,2,58500,0,6500,52000,Ford,2001,N
596,286,41,710741,2001-09-12,IL,100/300,500,1106.77,0,FEMALE,College,prof-specialty,golf,2015-02-26,Parked Car,N/A,Trivial Damage,Police,WV,Columbus,3,1,2,0,5000,500,500,4000,Dodge,2003,N
597,3,29,276804,1992-11-27,IL,100/300,500,995.7,5000000,FEMALE,JD,priv-house-serv,chess,2015-02-02,Parked Car,N/A,Trivial Damage,Police,PA,Springfield,3,1,2,1,5000,500,1000,3500,Mercedes,2008,Y
598,286,41,507545,1998-12-07,IL,250/500,1000,1298.85,6000000,FEMALE,High School,sales,camping,2015-01-04,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,16,3,1,3,54450,6050,12100,36300,Saab,2007,N
599,239,38,485642,1990-08-25,OH,250/500,1000,1276.73,5000000,FEMALE,Masters,handlers-cleaners,bungie-jumping,2015-02-19,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Northbrook,12,3,1,3,61920,6880,6880,48160,Saab,2003,N
600,64,29,796375,2011-10-22,OH,250/500,2000,1202.28,0,MALE,High School,exec-managerial,cross-fit,2015-01-12,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Hillsdale,4,1,1,2,43700,4370,4370,34960,Nissan,2007,Y
601,98,31,171183,1990-02-01,IN,100/300,500,671.92,0,MALE,Masters,machine-op-inspct,bungie-jumping,2015-01-24,Single Vehicle Collision,Front Collision,Minor Damage,Other,NC,Riverwood,3,1,2,0,64080,7120,7120,49840,Ford,1997,N
